latitude,longitude,altitude
36.08295,140.07705,0
36.08295,140.07705,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07704,0
36.08293,140.07705,0
36.08293,140.07705,0
36.08293,140.07705,0
36.08293,140.07705,0
36.08293,140.07705,0
36.08293,140.07705,0
36.08293,140.07705,0
36.08293,140.07705,0
36.08292,140.07704,0
36.08291,140.07704,0
36.0829,140.07704,0
36.08289,140.07704,0
36.08289,140.07704,0
36.08289,140.07703,0
36.08289,140.07701,0
36.08289,140.077,0
36.08289,140.07698,0
36.08289,140.07696,0
36.08289,140.07695,0
36.08289,140.07693,0
36.0829,140.07691,0
36.0829,140.0769,0
36.0829,140.07688,0
36.0829,140.07687,0
36.0829,140.07685,0
36.0829,140.07683,0
36.0829,140.07681,0
36.0829,140.0768,0
36.0829,140.07678,0
36.08291,140.07676,0
36.08291,140.07674,0
36.08291,140.07673,0
36.08291,140.07671,0
36.08291,140.0767,0
36.08291,140.07668,0
36.08291,140.07666,0
36.08291,140.07664,0
36.08292,140.07662,0
36.08292,140.07661,0
36.08292,140.07659,0
36.08292,140.07657,0
36.08292,140.07656,0
36.08292,140.07654,0
36.08292,140.07652,0
36.08292,140.0765,0
36.08293,140.07648,0
36.08293,140.07646,0
36.08293,140.07644,0
36.08293,140.07642,0
36.08293,140.0764,0
36.08293,140.07639,0
36.08293,140.07637,0
36.08293,140.07635,0
36.08294,140.07633,0
36.08294,140.07632,0
36.08294,140.0763,0
36.08295,140.0763,0
36.08296,140.0763,0
36.08298,140.0763,0
36.08299,140.0763,0
36.08301,140.07631,0
36.08302,140.07631,0
36.08304,140.07631,0
36.08305,140.07631,0
36.08307,140.07631,0
36.08308,140.07631,0
36.0831,140.07632,0
36.08311,140.07631,0
36.08311,140.0763,0
36.08311,140.07628,0
36.08311,140.07626,0
36.08312,140.07624,0
36.08312,140.07623,0
36.08312,140.07621,0
36.08312,140.07619,0
36.08312,140.07617,0
36.08312,140.07616,0
36.08312,140.07614,0
36.08313,140.07613,0
36.08314,140.07612,0
36.08315,140.07611,0
36.08316,140.07609,0
36.08316,140.07608,0
36.08316,140.07606,0
36.08316,140.07605,0
36.08316,140.07604,0
36.08315,140.07604,0
36.08313,140.07604,0
36.08312,140.07603,0
36.0831,140.07603,0
36.08309,140.07603,0
36.08307,140.07603,0
36.08306,140.07603,0
36.08305,140.07603,0
36.08303,140.07603,0
36.08302,140.07602,0
36.083,140.07602,0
36.08299,140.07602,0
36.08297,140.07602,0
36.08296,140.07602,0
36.08296,140.07603,0
36.08296,140.07605,0
36.08296,140.07606,0
36.08296,140.07608,0
36.08295,140.0761,0
36.08295,140.07612,0
36.08295,140.07614,0
36.08295,140.07616,0
36.08295,140.07618,0
36.08295,140.07619,0
36.08295,140.07621,0
36.08294,140.07623,0
36.08294,140.07625,0
36.08294,140.07627,0
36.08294,140.07628,0
36.08294,140.0763,0
36.08295,140.0763,0
36.08296,140.0763,0
36.08298,140.0763,0
36.083,140.07631,0
36.08301,140.07631,0
36.08302,140.07631,0
36.08304,140.07631,0
36.08305,140.07631,0
36.08306,140.07631,0
36.08306,140.07632,0
36.08306,140.07634,0
36.08306,140.07636,0
36.08305,140.07637,0
36.08305,140.07639,0
36.08305,140.07641,0
36.08305,140.07643,0
36.08305,140.07645,0
36.08305,140.07647,0
36.08305,140.07649,0
36.08305,140.07651,0
36.08305,140.07652,0
36.08305,140.07654,0
36.08305,140.07656,0
36.08305,140.07658,0
36.08305,140.0766,0
36.08305,140.07661,0
36.08305,140.07663,0
36.08305,140.07663,0
36.08307,140.07664,0
36.08308,140.07664,0
36.08309,140.07664,0
36.0831,140.07666,0
36.0831,140.07667,0
36.0831,140.07669,0
36.0831,140.0767,0
36.0831,140.07672,0
36.0831,140.07674,0
36.0831,140.07676,0
36.0831,140.07678,0
36.0831,140.0768,0
36.08309,140.07682,0
36.08309,140.07683,0
36.08309,140.07685,0
36.08309,140.07687,0
36.08309,140.07689,0
36.08309,140.0769,0
36.08309,140.07692,0
36.08308,140.07694,0
36.08309,140.07696,0
36.0831,140.07696,0
36.08311,140.07696,0
36.08313,140.07696,0
36.08314,140.07696,0
36.08315,140.07697,0
36.08315,140.07698,0
36.08315,140.077,0
36.08315,140.07701,0
36.08315,140.07703,0
36.08315,140.07705,0
36.08315,140.07707,0
36.08314,140.07709,0
36.08314,140.0771,0
36.08314,140.07712,0
36.08314,140.07714,0
36.08314,140.07716,0
36.08314,140.07718,0
36.08314,140.0772,0
36.08314,140.07721,0
36.08314,140.07723,0
36.08313,140.07725,0
36.08313,140.07727,0
36.08313,140.07729,0
36.08314,140.0773,0
36.08314,140.07732,0
36.08315,140.07734,0
36.08315,140.07735,0
36.08316,140.07737,0
36.08317,140.07739,0
36.08317,140.0774,0
36.08318,140.07742,0
36.08318,140.07744,0
36.08319,140.07745,0
36.08319,140.07747,0
36.08318,140.07749,0
36.08318,140.07751,0
36.08318,140.07753,0
36.08318,140.07755,0
36.08318,140.07757,0
36.08318,140.07759,0
36.08318,140.07761,0
36.08317,140.07762,0
36.08317,140.07764,0
36.08317,140.07766,0
36.08317,140.07767,0
36.08317,140.07769,0
36.08317,140.07771,0
36.08317,140.07773,0
36.08317,140.07775,0
36.08316,140.07776,0
36.08316,140.07778,0
36.08316,140.0778,0
36.08316,140.07782,0
36.08316,140.07784,0
36.08316,140.07786,0
36.08316,140.07788,0
36.08316,140.0779,0
36.08315,140.07792,0
36.08315,140.07794,0
36.08315,140.07796,0
36.08315,140.07798,0
36.08315,140.078,0
36.08315,140.07801,0
36.08315,140.07803,0
36.08315,140.07805,0
36.08314,140.07807,0
36.08314,140.07809,0
36.08314,140.07811,0
36.08314,140.07813,0
36.08314,140.07815,0
36.08314,140.07817,0
36.08314,140.07818,0
36.08313,140.0782,0
36.08313,140.07822,0
36.08313,140.07824,0
36.08313,140.07826,0
36.08313,140.07828,0
36.08313,140.07829,0
36.08313,140.07831,0
36.08313,140.07833,0
36.08312,140.07835,0
36.08312,140.07837,0
36.08312,140.07839,0
36.08312,140.0784,0
36.08312,140.07842,0
36.08312,140.07844,0
36.08312,140.07846,0
36.08311,140.07848,0
36.08311,140.0785,0
36.08311,140.07852,0
36.08311,140.07854,0
36.08311,140.07855,0
36.08311,140.07857,0
36.08311,140.07859,0
36.08311,140.07861,0
36.0831,140.07863,0
36.0831,140.07865,0
36.0831,140.07866,0
36.0831,140.07868,0
36.0831,140.0787,0
36.0831,140.07872,0
36.0831,140.07874,0
36.0831,140.07876,0
36.08309,140.07877,0
36.08309,140.07879,0
36.08309,140.07881,0
36.08309,140.07883,0
36.08309,140.07885,0
36.08309,140.07887,0
36.08309,140.07889,0
36.08308,140.07891,0
36.08308,140.07892,0
36.08308,140.07894,0
36.08308,140.07896,0
36.08308,140.07898,0
36.08308,140.079,0
36.08308,140.07902,0
36.08308,140.07904,0
36.08307,140.07906,0
36.08307,140.07908,0
36.08307,140.0791,0
36.08307,140.07912,0
36.08307,140.07914,0
36.08307,140.07915,0
36.08307,140.07917,0
36.08307,140.07919,0
36.08306,140.0792,0
36.08306,140.07922,0
36.08306,140.07924,0
36.08306,140.07927,0
36.08306,140.07929,0
36.08306,140.07931,0
36.08306,140.07933,0
36.08305,140.07935,0
36.08305,140.07937,0
36.08305,140.07938,0
36.08305,140.0794,0
36.08305,140.07942,0
36.08305,140.07944,0
36.08305,140.07945,0
36.08305,140.07948,0
36.08305,140.07949,0
36.08304,140.07951,0
36.08304,140.07952,0
36.08304,140.07954,0
36.08304,140.07955,0
36.08304,140.07956,0
36.08302,140.07957,0
36.08301,140.07957,0
36.08299,140.07957,0
36.08298,140.07957,0
36.08296,140.07956,0
36.08295,140.07956,0
36.08294,140.07956,0
36.08292,140.07956,0
36.0829,140.07956,0
36.08289,140.07956,0
36.08287,140.07955,0
36.08286,140.07955,0
36.08285,140.07955,0
36.08283,140.07955,0
36.08281,140.07955,0
36.0828,140.07955,0
36.08278,140.07955,0
36.08277,140.07954,0
36.08276,140.07954,0
36.08274,140.07954,0
36.08273,140.07954,0
36.08271,140.07954,0
36.0827,140.07954,0
36.08268,140.07953,0
36.08267,140.07953,0
36.08265,140.07953,0
36.08264,140.07953,0
36.08262,140.07953,0
36.08261,140.07953,0
36.08259,140.07953,0
36.08258,140.07952,0
36.08256,140.07952,0
36.08254,140.07952,0
36.08253,140.07952,0
36.08251,140.07952,0
36.0825,140.07952,0
36.08249,140.07951,0
36.08247,140.07951,0
36.08246,140.07951,0
36.08244,140.07951,0
36.08243,140.07951,0
36.08241,140.07951,0
36.0824,140.07951,0
36.08238,140.0795,0
36.08237,140.0795,0
36.08235,140.0795,0
36.08234,140.0795,0
36.08233,140.07951,0
36.08231,140.07951,0
36.0823,140.07951,0
36.08229,140.07951,0
36.08228,140.07953,0
36.08228,140.07954,0
36.08228,140.07956,0
36.08228,140.07958,0
36.08228,140.0796,0
36.08228,140.07962,0
36.08228,140.07964,0
36.08228,140.07966,0
36.08228,140.07968,0
36.08228,140.07969,0
36.08229,140.0797,0
36.08229,140.07971,0
36.08231,140.07971,0
36.08232,140.07971,0
36.08233,140.07971,0
36.08235,140.07971,0
36.08236,140.07971,0
36.08237,140.07972,0
36.08238,140.07972,0
36.08238,140.07974,0
36.08238,140.07976,0
36.08238,140.07978,0
36.08238,140.07979,0
36.08238,140.07981,0
36.08237,140.07983,0
36.08237,140.07985,0
36.08237,140.07986,0
36.08237,140.07988,0
36.08237,140.0799,0
36.08237,140.07992,0
36.08237,140.07994,0
36.08237,140.07995,0
36.08237,140.07997,0
36.08236,140.07999,0
36.08236,140.08001,0
36.08236,140.08002,0
36.08236,140.08004,0
36.08236,140.08006,0
36.08236,140.08008,0
36.08236,140.0801,0
36.08236,140.08012,0
36.08236,140.08014,0
36.08236,140.08016,0
36.08235,140.08017,0
36.08235,140.08019,0
36.08235,140.08021,0
36.08235,140.08023,0
36.08235,140.08025,0
36.08235,140.08027,0
36.08235,140.08029,0
36.08235,140.08031,0
36.08234,140.08033,0
36.08234,140.08034,0
36.08234,140.08036,0
36.08234,140.08038,0
36.08234,140.08039,0
36.08234,140.08041,0
36.08234,140.08043,0
36.08234,140.08045,0
36.08234,140.08047,0
36.08233,140.08049,0
36.08233,140.08051,0
36.08233,140.08053,0
36.08233,140.08055,0
36.08233,140.08057,0
36.08233,140.08059,0
36.08233,140.08061,0
36.08233,140.08063,0
36.08233,140.08065,0
36.08232,140.08066,0
36.08232,140.08068,0
36.08232,140.0807,0
36.08232,140.08072,0
36.08232,140.08073,0
36.08232,140.08075,0
36.08232,140.08077,0
36.08232,140.08079,0
36.08232,140.08081,0
36.08231,140.08082,0
36.08231,140.08084,0
36.08231,140.08086,0
36.08231,140.08088,0
36.08231,140.0809,0
36.08231,140.08092,0
36.08231,140.08093,0
36.08231,140.08095,0
36.08231,140.08097,0
36.0823,140.08099,0
36.0823,140.081,0
36.0823,140.08102,0
36.0823,140.08104,0
36.0823,140.08105,0
36.08231,140.08107,0
36.08231,140.08109,0
36.08232,140.0811,0
36.08232,140.08112,0
36.08232,140.08113,0
36.08232,140.08115,0
36.08232,140.08117,0
36.08232,140.08119,0
36.08232,140.08121,0
36.08232,140.08122,0
36.08232,140.08124,0
36.08232,140.08126,0
36.08231,140.08128,0
36.08231,140.0813,0
36.08231,140.08132,0
36.08231,140.08134,0
36.08231,140.08136,0
36.08231,140.08138,0
36.08231,140.0814,0
36.08231,140.08141,0
36.08231,140.08143,0
36.0823,140.08145,0
36.0823,140.08147,0
36.0823,140.08149,0
36.0823,140.08151,0
36.0823,140.08153,0
36.0823,140.08154,0
36.0823,140.08156,0
36.0823,140.08158,0
36.0823,140.0816,0
36.0823,140.08162,0
36.08229,140.08164,0
36.08229,140.08166,0
36.08229,140.08168,0
36.08229,140.08169,0
36.08229,140.08171,0
36.08229,140.08173,0
36.08229,140.08174,0
36.08229,140.08176,0
36.08229,140.08178,0
36.08229,140.0818,0
36.08229,140.08182,0
36.08229,140.08183,0
36.08229,140.08185,0
36.08228,140.08187,0
36.08228,140.08189,0
36.08228,140.08191,0
36.08228,140.08193,0
36.08228,140.08195,0
36.08228,140.08197,0
36.08228,140.08199,0
36.08228,140.082,0
36.08227,140.08202,0
36.08227,140.08204,0
36.08227,140.08206,0
36.08227,140.08207,0
36.08227,140.08209,0
36.08227,140.08211,0
36.08227,140.08213,0
36.08227,140.08214,0
36.08226,140.08216,0
36.08226,140.08218,0
36.08226,140.0822,0
36.08226,140.08222,0
36.08226,140.08224,0
36.08226,140.08225,0
36.08226,140.08227,0
36.08226,140.08229,0
36.08226,140.08231,0
36.08225,140.08233,0
36.08225,140.08234,0
36.08225,140.08236,0
36.08225,140.08238,0
36.08225,140.0824,0
36.08225,140.08242,0
36.08226,140.08244,0
36.08226,140.08246,0
36.08226,140.08248,0
36.08226,140.0825,0
36.08226,140.08251,0
36.08227,140.08253,0
36.08226,140.08255,0
36.08226,140.08257,0
36.08226,140.08259,0
36.08226,140.0826,0
36.08226,140.08262,0
36.08226,140.08264,0
36.08226,140.08266,0
36.08226,140.08268,0
36.08226,140.0827,0
36.08225,140.08272,0
36.08225,140.08273,0
36.08225,140.08275,0
36.08225,140.08275,0
36.08225,140.08276,0
36.08224,140.08276,0
36.08223,140.08276,0
36.08223,140.08276,0
36.08221,140.08276,0
36.08221,140.08276,0
36.08221,140.08276,0
36.0822,140.08276,0
36.08219,140.08276,0
36.08217,140.08276,0
36.08216,140.08276,0
36.08214,140.08276,0
36.08212,140.08276,0
36.08211,140.08275,0
36.08209,140.08275,0
36.08208,140.08275,0
36.08207,140.08275,0
36.08206,140.08275,0
36.08206,140.08275,0
36.08205,140.08275,0
36.08204,140.08275,0
36.08202,140.08275,0
36.08201,140.08274,0
36.08201,140.08273,0
36.082,140.08272,0
36.082,140.0827,0
36.082,140.08268,0
36.082,140.08266,0
36.082,140.08264,0
36.082,140.08263,0
36.082,140.08261,0
36.082,140.08259,0
36.08201,140.08257,0
36.08201,140.08255,0
36.08201,140.08253,0
36.08201,140.08251,0
36.08201,140.08249,0
36.08201,140.08248,0
36.08202,140.08246,0
36.08202,140.08244,0
36.08202,140.08242,0
36.08202,140.08241,0
36.08202,140.08239,0
36.08202,140.08237,0
36.08202,140.08235,0
36.08202,140.08233,0
36.08202,140.08231,0
36.08202,140.08229,0
36.08202,140.08227,0
36.08203,140.08226,0
36.08203,140.08224,0
36.08203,140.08222,0
36.08203,140.0822,0
36.08203,140.08218,0
36.08203,140.08216,0
36.08203,140.08214,0
36.08203,140.08212,0
36.08203,140.0821,0
36.08203,140.08209,0
36.08203,140.08207,0
36.08203,140.08205,0
36.08203,140.08203,0
36.08203,140.08201,0
36.08203,140.08199,0
36.08203,140.08197,0
36.08203,140.08196,0
36.08204,140.08194,0
36.08204,140.08192,0
36.08204,140.08191,0
36.08204,140.08188,0
36.08204,140.08187,0
36.08204,140.08185,0
36.08205,140.08183,0
36.08205,140.08181,0
36.08205,140.08179,0
36.08205,140.08178,0
36.08205,140.08176,0
36.08205,140.08174,0
36.08205,140.08172,0
36.08205,140.0817,0
36.08205,140.08169,0
36.08205,140.08167,0
36.08206,140.08165,0
36.08206,140.08163,0
36.08206,140.08161,0
36.08206,140.08159,0
36.08206,140.08157,0
36.08206,140.08155,0
36.08206,140.08154,0
36.08206,140.08152,0
36.08206,140.0815,0
36.08206,140.08148,0
36.08206,140.08146,0
36.08206,140.08144,0
36.08207,140.08142,0
36.08207,140.08141,0
36.08207,140.08139,0
36.08207,140.08137,0
36.08207,140.08135,0
36.08207,140.08134,0
36.08207,140.08132,0
36.08207,140.0813,0
36.08207,140.08128,0
36.08208,140.08126,0
36.08208,140.08125,0
36.08208,140.08123,0
36.08208,140.08121,0
36.08208,140.08119,0
36.08207,140.08117,0
36.08207,140.08116,0
36.08207,140.08114,0
36.08208,140.08113,0
36.08208,140.08111,0
36.08208,140.0811,0
36.08208,140.08109,0
36.08208,140.08109,0
36.08207,140.08109,0
36.08208,140.08109,0
36.08207,140.08109,0
36.08206,140.0811,0
36.08205,140.0811,0
36.08204,140.0811,0
36.08203,140.0811,0
36.08202,140.08109,0
36.08201,140.08109,0
36.08199,140.08109,0
36.08198,140.08108,0
36.08196,140.08108,0
36.08195,140.08108,0
36.08194,140.08108,0
36.08192,140.08107,0
36.08191,140.08107,0
36.0819,140.08107,0
36.08188,140.08107,0
36.08187,140.08107,0
36.08186,140.08106,0
36.08184,140.08106,0
36.08183,140.08106,0
36.08182,140.08106,0
36.0818,140.08106,0
36.08179,140.08106,0
36.08177,140.08106,0
36.08176,140.08105,0
36.08175,140.08105,0
36.08173,140.08105,0
36.08172,140.08105,0
36.0817,140.08105,0
36.08169,140.08105,0
36.08167,140.08105,0
36.08166,140.08104,0
36.08164,140.08104,0
36.08163,140.08104,0
36.08161,140.08104,0
36.08159,140.08104,0
36.08158,140.08104,0
36.08156,140.08103,0
36.08155,140.08103,0
36.08153,140.08103,0
36.08152,140.08103,0
36.0815,140.08103,0
36.08149,140.08102,0
36.08147,140.08102,0
36.08146,140.08102,0
36.08144,140.08102,0
36.08142,140.08102,0
36.08141,140.08102,0
36.0814,140.08102,0
36.08138,140.08101,0
36.08137,140.08101,0
36.08136,140.08101,0
36.08135,140.08101,0
36.08134,140.08102,0
36.08133,140.08103,0
36.08133,140.08105,0
36.08133,140.08106,0
36.08133,140.08108,0
36.08133,140.0811,0
36.08133,140.08112,0
36.08132,140.08113,0
36.08132,140.08115,0
36.08132,140.08117,0
36.08132,140.08119,0
36.08132,140.08121,0
36.08132,140.08122,0
36.08132,140.08124,0
36.08132,140.08126,0
36.08131,140.08128,0
36.08131,140.0813,0
36.08131,140.08132,0
36.08131,140.08133,0
36.08131,140.08135,0
36.08131,140.08137,0
36.08131,140.08138,0
36.08131,140.0814,0
36.0813,140.08142,0
36.0813,140.08144,0
36.0813,140.08146,0
36.0813,140.08148,0
36.0813,140.08149,0
36.0813,140.08151,0
36.0813,140.08153,0
36.0813,140.08155,0
36.08129,140.08157,0
36.08129,140.08158,0
36.08129,140.0816,0
36.08129,140.08162,0
36.08129,140.08163,0
36.08129,140.08165,0
36.08129,140.08167,0
36.08129,140.08169,0
36.08128,140.0817,0
36.08128,140.08172,0
36.08128,140.08173,0
36.08128,140.08174,0
36.08128,140.08174,0
36.08128,140.08174,0
36.08128,140.08174,0
36.08128,140.08175,0
36.08128,140.08175,0
36.08128,140.08176,0
36.08128,140.08177,0
36.08128,140.08177,0
36.08128,140.08177,0
36.08128,140.08177,0
36.08128,140.08177,0
36.08128,140.08177,0
36.08128,140.08177,0
36.08128,140.08177,0
36.08128,140.08177,0
36.08128,140.08177,0
36.08128,140.08177,0
36.08128,140.08177,0
36.08128,140.08177,0
36.08128,140.08177,0
36.08128,140.08177,0
36.08128,140.08177,0
36.08128,140.08177,0
36.08128,140.08177,0
36.08128,140.08177,0
36.08128,140.08178,0
36.08128,140.08179,0
36.08128,140.0818,0
36.08128,140.08181,0
36.08128,140.08183,0
36.08127,140.08184,0
36.08127,140.08186,0
36.08127,140.08188,0
36.08127,140.0819,0
36.08127,140.08191,0
36.08127,140.08193,0
36.08127,140.08195,0
36.08127,140.08197,0
36.08126,140.08199,0
36.08126,140.08201,0
36.08126,140.08202,0
36.08126,140.08204,0
36.08126,140.08206,0
36.08126,140.08207,0
36.08126,140.08209,0
36.08126,140.08211,0
36.08125,140.08213,0
36.08125,140.08214,0
36.08125,140.08216,0
36.08125,140.08218,0
36.08125,140.08219,0
36.08125,140.08221,0
36.08125,140.08223,0
36.08125,140.08225,0
36.08125,140.08227,0
36.08124,140.08229,0
36.08124,140.08231,0
36.08124,140.08233,0
36.08124,140.08235,0
36.08124,140.08237,0
36.08124,140.08239,0
36.08124,140.0824,0
36.08123,140.08242,0
36.08123,140.08244,0
36.08123,140.08246,0
36.08123,140.08247,0
36.08123,140.08249,0
36.08123,140.08251,0
36.08123,140.08253,0
36.08123,140.08254,0
36.08122,140.08256,0
36.08122,140.08258,0
36.08122,140.0826,0
36.08122,140.08262,0
36.08122,140.08264,0
36.08122,140.08265,0
36.08122,140.08267,0
36.08122,140.08269,0
